order_id,name,ordered_at,price,quantity,line_total
13072,"""ICE CREAM"" Strawberry",3/6/2018 23:31,3.5,1,3.5
13072,"""ICE CREAM"" Mint Chip",3/6/2018 23:31,1.5,2,3
13073,"""ICE CREAM"" Dulce De Leche",3/7/2018 0:16,1.5,1,1.5
13073,"""BEVERAGE"" Iced Coffee",3/7/2018 0:16,2.5,2,5
13074,,3/7/2018 0:43,2.5,3,7.5
13074,,3/7/2018 0:43,4,2,8
13074,,3/7/2018 0:43,3.5,1,3.5
13075,"""CONE"" Waffle Cone",3/7/2018 1:11,4,3,12
13075,"""ICE CREAM"" Rocky Road",3/7/2018 1:11,3.5,3,10.5
13076,"""ICE CREAM"" Strawberry",3/7/2018 1:28,3.5,3,10.5
13076,"""CONE"" Waffle Cone",3/7/2018 1:28,4,2,8
13076,"""SORBET"" Raspberry",3/7/2018 1:28,2.5,1,2.5
13076,,3/7/2018 1:28,0.5,1,0.5
13076,"""CONE"" Brownie Cone",3/7/2018 1:28,3,2,6
13077,"""SORBET"" Raspberry",3/7/2018 2:19,2.5,3,7.5
13077,"""ICE CREAM"" Vanilla Bean",3/7/2018 2:19,1.5,3,4.5
13077,"""MISC"" Ice Cream Cake",3/7/2018 2:19,2,3,6
13077,"""ICE CREAM"" Candied Bacon",3/7/2018 2:19,0.5,1,0.5
13078,"""ICE CREAM"" Strawberry",3/7/2018 3:00,3.5,1,3.5
13078,"""BEVERAGE"" Iced Coffee",3/7/2018 3:00,2.5,2,5
13078,"""ICE CREAM"" Dulce De Leche",3/7/2018 3:00,1.5,3,4.5
13078,"""BEVERAGE"" Tea",3/7/2018 3:00,4,1,4
13079,"""ICE CREAM"" Dulce De Leche",3/7/2018 3:17,1.5,1,1.5
13080,"""SORBET"" Watermelon",3/7/2018 3:33,2.5,3,7.5
13080,"""CONE"" Waffle Cone",3/7/2018 3:33,4,1,4
13080,"""ICE CREAM"" Peanut Fudge",3/7/2018 3:33,3.5,1,3.5
13081,"""ICE CREAM"" Wildberry",3/7/2018 3:55,-1.5,1,-1.5
13081,"""SORBET"" Lemon",3/7/2018 3:55,2.5,3,7.5
13081,"""BEVERAGE"" Iced Coffee",3/7/2018 3:55,2.5,2,5
13081,"""SORBET"" Blood Orange",3/7/2018 3:55,2.5,2,5
13081,"""ICE CREAM"" Candied Bacon",3/7/2018 3:55,0.5,2,1
13082,"""CONE"" Dipped Waffle Cone",3/7/2018 4:43,3.5,3,10.5
13082,"""SORBET"" Watermelon",3/7/2018 4:43,2.5,1,2.5
13083,"""BEVERAGE"" Tea",3/7/2018 4:58,4,3,12
13083,"""CONE"" Brownie Cone",3/7/2018 4:58,3,2,6
13084,"""CONE"" Sugar Cone",3/7/2018 5:20,1,3,3
13084,"""CONE"" Waffle Cone",3/7/2018 5:20,4,2,8
13084,"""CONE"" Waffle Cone",3/7/2018 5:20,4,2,8
13084,"""BEVERAGE"" Espresso",3/7/2018 5:20,2.5,1,2.5
13085,"""ICE CREAM"" Candied Bacon",3/7/2018 6:19,0.5,3,1.5
13085,"""SORBET"" Lychee",3/7/2018 6:19,3,3,9
13085,"""ICE CREAM"" Mint Chip",3/7/2018 6:19,1.5,1,1.5
13086,"""CONE"" Brownie Cone",3/7/2018 6:24,3,3,9
13087,"""ICE CREAM"" Peanut Fudge",3/7/2018 6:39,3.5,1,3.5
13087,"""CONE"" Waffle Cone",3/7/2018 6:39,4,1,4
13087,"""ICE CREAM"" Mint Chip",3/7/2018 6:39,1.5,2,3
13087,"""MISC"" Ice Cream Cake",3/7/2018 6:39,2,1,2
13087,"""CONE"" Dipped Waffle Cone",3/7/2018 6:39,3.5,3,10.5
13088,"""ICE CREAM"" Peanut Fudge",3/7/2018 7:16,3.5,1,3.5
13088,"""CONE"" Waffle Cone",3/7/2018 7:16,4,2,8
13088,"""ICE CREAM"" Peanut Fudge",3/7/2018 7:16,3.5,2,7
13089,"""ICE CREAM"" Dulce De Leche",3/7/2018 7:57,1.5,1,1.5
13090,"""CONE"" Dipped Waffle Cone",3/7/2018 8:30,3.5,2,7
13090,"""ICE CREAM"" Vanilla Bean",3/7/2018 8:30,1.5,1,1.5
13090,"""SORBET"" Lemon",3/7/2018 8:30,2.5,2,5
13090,"""ICE CREAM"" Matcha",3/7/2018 8:30,1.5,3,4.5
13091,"""CONE"" Brownie Cone",3/7/2018 8:52,3,2,6
13091,"""BEVERAGE"" Tea",3/7/2018 8:52,4,2,8
13091,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 8:52,2,2,4
13092,"""SORBET"" Lychee",3/7/2018 8:55,3,1,3
13092,"""CONE"" Dipped Waffle Cone",3/7/2018 8:55,3.5,1,3.5
13092,"""ICE CREAM"" Wildberry",3/7/2018 8:55,1.5,2,3
13092,"""CONE"" Cookie Cone",3/7/2018 8:55,4,3,12
13092,"""ICE CREAM"" Matcha",3/7/2018 8:55,1.5,1,1.5
13093,"""ICE CREAM"" Vanilla Bean",3/7/2018 9:19,1.5,2,3
13093,,3/7/2018 9:19,2.5,1,2.5
13093,"""ICE CREAM"" Candied Bacon",3/7/2018 9:19,0.5,3,1.5
13094,"""ICE CREAM"" Candied Bacon",3/7/2018 10:18,0.5,1,0.5
13094,"""CONE"" Waffle Cone",3/7/2018 10:18,4,1,4
13095,"""ICE CREAM"" Mint Chip",3/7/2018 10:36,1.5,1,1.5
13096,"""BEVERAGE"" Tea",3/7/2018 10:46,4,2,8
13096,"""ICE CREAM"" Candied Bacon",3/7/2018 10:46,0.5,2,1
13096,"""ICE CREAM"" Earl Gray",3/7/2018 10:46,0.5,1,0.5
13096,"""ICE CREAM"" Vanilla Bean",3/7/2018 10:46,1.5,3,4.5
13097,"""BEVERAGE"" Iced Coffee",3/7/2018 11:41,2.5,2,5
13097,"""CONE"" Brownie Cone",3/7/2018 11:41,3,3,9
13097,"""SORBET"" Blood Orange",3/7/2018 11:41,2.5,1,2.5
13097,"""CONE"" Dipped Waffle Cone",3/7/2018 11:41,3.5,1,3.5
13097,"""BEVERAGE"" Tea",3/7/2018 11:41,4,3,12
13098,"""ICE CREAM"" Wildberry",3/7/2018 12:03,1.5,1,1.5
13099,,3/7/2018 12:40,1.5,1,1.5
13099,"""SORBET"" Blood Orange",3/7/2018 12:40,2.5,1,2.5
13099,"""ICE CREAM"" Matcha",3/7/2018 12:40,1.5,3,4.5
13099,"""ICE CREAM"" Earl Gray",3/7/2018 12:40,0.5,3,1.5
13100,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 13:05,3.5,1,3.5
13100,"""ICE CREAM"" Rocky Road",3/7/2018 13:05,3.5,3,10.5
13101,"""ICE CREAM"" Mint Chip",3/7/2018 13:41,1.5,1,1.5
13101,"""ICE CREAM"" Matcha",3/7/2018 13:41,1.5,1,1.5
13101,"""ICE CREAM"" Matcha",3/7/2018 13:41,1.5,1,1.5
13102,"""ICE CREAM"" Rocky Road",3/7/2018 13:43,3.5,3,10.5
13102,"""CONE"" Brownie Cone",3/7/2018 13:43,3,1,3
13102,"""ICE CREAM"" Peanut Fudge",3/7/2018 13:43,3.5,2,7
13103,"""MISC"" Ice Cream Cake",3/7/2018 13:47,2,2,4
13103,"""ICE CREAM"" Dulce De Leche",3/7/2018 13:47,1.5,2,3
13103,"""SORBET"" Watermelon",3/7/2018 13:47,2.5,3,7.5
13103,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 13:47,3.5,2,7
13103,"""SORBET"" Raspberry",3/7/2018 13:47,2.5,3,7.5
13104,"""ICE CREAM"" Wildberry",3/7/2018 14:15,1.5,2,3
13104,"""ICE CREAM"" Candied Bacon",3/7/2018 14:15,0.5,1,0.5
13104,"""ICE CREAM"" Wildberry",3/7/2018 14:15,1.5,1,1.5
13104,"""CONE"" Sugar Cone",3/7/2018 14:15,1,3,3
13105,"""SORBET"" Lychee",3/7/2018 14:53,3,3,9
13105,"""CONE"" Dipped Waffle Cone",3/7/2018 14:53,3.5,1,3.5
13105,"""ICE CREAM"" Vanilla Bean",3/7/2018 14:53,1.5,3,4.5
13105,,3/7/2018 14:53,3.5,1,3.5
13106,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 15:50,3.5,2,7
13106,"""CONE"" Waffle Cone",3/7/2018 15:50,4,3,12
13106,"""SORBET"" Lemon",3/7/2018 15:50,2.5,1,2.5
13106,,3/7/2018 15:50,4,3,12
13107,"""ICE CREAM"" Earl Gray",3/7/2018 16:15,0.5,1,0.5
13107,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 16:15,2,1,2
13107,"""CONE"" Cookie Cone",3/7/2018 16:15,4,2,8
13107,"""ICE CREAM"" Wildberry",3/7/2018 16:15,1.5,2,3
13108,"""ICE CREAM"" Earl Gray",3/7/2018 16:34,0.5,3,1.5
13108,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 16:34,2,1,2
13108,"""CONE"" Waffle Cone",3/7/2018 16:34,4,1,4
13108,"""CONE"" Sugar Cone",3/7/2018 16:34,1,3,3
13109,"""SORBET"" Lychee",3/7/2018 16:42,3,2,6
13109,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 16:42,3.5,3,10.5
13109,"""ICE CREAM"" Matcha",3/7/2018 16:42,1.5,1,1.5
13109,"""ICE CREAM"" Vanilla Bean",3/7/2018 16:42,1.5,2,3
13110,"""ICE CREAM"" Dark Chocolate",3/7/2018 16:55,4,2,8
13110,"""ICE CREAM"" Dulce De Leche",3/7/2018 16:55,1.5,1,1.5
13110,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 16:55,2,2,4
13111,"""CONE"" Sugar Cone",3/7/2018 17:32,1,3,3
13111,"""SORBET"" Blood Orange",3/7/2018 17:32,2.5,2,5
13112,"""CONE"" Waffle Cone",3/7/2018 17:40,4,1,4
13113,"""BEVERAGE"" Iced Coffee",3/7/2018 18:02,2.5,3,7.5
13113,"""SORBET"" Lemon",3/7/2018 18:02,2.5,2,5
13113,,3/7/2018 18:02,2.5,1,2.5
13113,"""ICE CREAM"" Peanut Fudge",3/7/2018 18:02,3.5,2,7
13114,"""SORBET"" Blood Orange",3/7/2018 18:17,2.5,1,2.5
13114,,3/7/2018 18:17,4,3,12
13114,"""ICE CREAM"" Dulce De Leche",3/7/2018 18:17,1.5,3,4.5
13114,"""ICE CREAM"" Earl Gray",3/7/2018 18:17,0.5,1,0.5
13114,"""ICE CREAM"" Strawberry",3/7/2018 18:17,3.5,2,7
13115,"""SORBET"" Watermelon",3/7/2018 18:46,2.5,1,2.5
13115,"""ICE CREAM"" Strawberry",3/7/2018 18:46,3.5,3,10.5
13116,"""ICE CREAM"" Strawberry",3/7/2018 19:27,3.5,1,3.5
13116,"""SORBET"" Blood Orange",3/7/2018 19:27,2.5,2,5
13117,"""ICE CREAM"" Candied Bacon",3/7/2018 19:47,0.5,2,1
13117,"""CONE"" Cookie Cone",3/7/2018 19:47,4,3,12
13118,"""CONE"" Sugar Cone",3/7/2018 19:57,1,2,2
13118,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 19:57,3.5,2,7
13118,"""BEVERAGE"" Espresso",3/7/2018 19:57,2.5,3,7.5
13118,"""SORBET"" Lemon",3/7/2018 19:57,2.5,3,7.5
13119,"""BEVERAGE"" Tea",3/7/2018 19:58,4,3,12
13119,"""SORBET"" Blood Orange",3/7/2018 19:58,2.5,2,5
13119,"""CONE"" Brownie Cone",3/7/2018 19:58,3,2,6
13119,"""BEVERAGE"" Espresso",3/7/2018 19:58,2.5,1,2.5
13120,"""CONE"" Dipped Waffle Cone",3/7/2018 20:03,3.5,3,10.5
13120,"""SORBET"" Raspberry",3/7/2018 20:03,2.5,1,2.5
13120,"""BEVERAGE"" Espresso",3/7/2018 20:03,2.5,1,2.5
13120,"""ICE CREAM"" Earl Gray",3/7/2018 20:03,0.5,3,1.5
13120,"""ICE CREAM"" Mint Chip",3/7/2018 20:03,1.5,2,3
13121,"""SORBET"" Lemon",3/7/2018 20:40,2.5,3,7.5
13121,"""CONE"" Cookie Cone",3/7/2018 20:40,4,2,8
13122,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 21:31,3.5,2,7
13123,"""SORBET"" Lemon",3/7/2018 21:53,2.5,1,2.5
13123,"""CONE"" Dipped Waffle Cone",3/7/2018 21:53,3.5,1,3.5
13123,"""CONE"" Sugar Cone",3/7/2018 21:53,1,1,1
13123,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 21:53,3.5,2,7
13124,"""BEVERAGE"" Tea",3/7/2018 22:08,4,3,12
13124,"""SORBET"" Raspberry",3/7/2018 22:08,2.5,3,7.5
13124,"""ICE CREAM"" Matcha",3/7/2018 22:08,1.5,3,4.5
13124,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 22:08,3.5,2,7
13124,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 22:08,2,3,6
13125,"""CONE"" Waffle Cone",3/7/2018 22:24,4,1,4
13125,"""ICE CREAM"" Double Fudge Chunk",3/7/2018 22:24,3.5,3,10.5
13126,"""SORBET"" Blood Orange",3/7/2018 22:31,2.5,1,2.5
13126,"""SORBET"" Lychee",3/7/2018 22:31,3,1,3
13126,"""ICE CREAM"" Maple Brown Sugar",3/7/2018 22:31,2,1,2
13126,"""ICE CREAM"" Matcha",3/7/2018 22:31,1.5,3,4.5
13127,"""ICE CREAM"" Wildberry",3/7/2018 23:31,1.5,2,3
13128,"""MISC"" Ice Cream Cake",3/7/2018 23:52,2,2,4
13128,"""SORBET"" Blood Orange",3/7/2018 23:52,2.5,1,2.5
13129,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 0:38,3.5,1,3.5
13129,"""CONE"" Brownie Cone",3/8/2018 0:38,3,3,9
13129,"""CONE"" Waffle Cone",3/8/2018 0:38,4,2,8
13129,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 0:38,3.5,2,7
13130,"""ICE CREAM"" Dulce De Leche",3/8/2018 1:37,1.5,2,3
13130,,3/8/2018 1:37,2.5,1,2.5
13131,"""ICE CREAM"" Matcha",3/8/2018 2:36,1.5,2,3
13131,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 2:36,3.5,1,3.5
13131,,3/8/2018 2:36,3,1,3
13131,"""BEVERAGE"" Espresso",3/8/2018 2:36,2.5,2,5
13132,"""ICE CREAM"" Wildberry",3/8/2018 3:03,1.5,2,3
13132,"""CONE"" Brownie Cone",3/8/2018 3:03,3,2,6
13132,"""MISC"" Ice Cream Cake",3/8/2018 3:03,2,3,6
13132,"""ICE CREAM"" Matcha",3/8/2018 3:03,1.5,3,4.5
13132,"""BEVERAGE"" Iced Coffee",3/8/2018 3:03,2.5,2,5
13133,"""CONE"" Brownie Cone",3/8/2018 3:31,3,2,6
13133,"""ICE CREAM"" Dark Chocolate",3/8/2018 3:31,4,3,12
13133,"""ICE CREAM"" Mint Chip",3/8/2018 3:31,1.5,2,3
13133,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 3:31,3.5,3,10.5
13134,"""ICE CREAM"" Dark Chocolate",3/8/2018 4:16,4,3,12
13134,"""CONE"" Waffle Cone",3/8/2018 4:16,4,2,8
13134,"""BEVERAGE"" Espresso",3/8/2018 4:16,2.5,3,7.5
13135,"""BEVERAGE"" Espresso",3/8/2018 4:30,2.5,1,2.5
13135,"""ICE CREAM"" Peanut Fudge",3/8/2018 4:30,3.5,2,7
13135,"""ICE CREAM"" Wildberry",3/8/2018 4:30,1.5,3,4.5
13135,"""CONE"" Dipped Waffle Cone",3/8/2018 4:30,3.5,3,10.5
13135,"""ICE CREAM"" Rocky Road",3/8/2018 4:30,3.5,1,3.5
13136,"""ICE CREAM"" Peanut Fudge",3/8/2018 4:56,3.5,3,10.5
13136,"""BEVERAGE"" Iced Coffee",3/8/2018 4:56,2.5,2,5
13136,"""SORBET"" Blood Orange",3/8/2018 4:56,2.5,2,5
13136,"""CONE"" Brownie Cone",3/8/2018 4:56,3,3,9
13136,"""ICE CREAM"" Vanilla Bean",3/8/2018 4:56,1.5,2,3
13137,"""SORBET"" Lychee",3/8/2018 5:06,3,3,9
13137,"""ICE CREAM"" Peanut Fudge",3/8/2018 5:06,3.5,2,7
13137,"""SORBET"" Raspberry",3/8/2018 5:06,2.5,3,7.5
13138,,3/8/2018 5:37,1.5,1,1.5
13138,"""BEVERAGE"" Tea",3/8/2018 5:37,4,3,12
13138,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 5:37,3.5,1,3.5
13138,,3/8/2018 5:37,3.5,1,3.5
13139,"""MISC"" Ice Cream Cake",3/8/2018 5:38,2,3,6
13139,"""ICE CREAM"" Peanut Fudge",3/8/2018 5:38,3.5,1,3.5
13139,,3/8/2018 5:38,4,1,4
13139,"""ICE CREAM"" Candied Bacon",3/8/2018 5:38,0.5,3,1.5
13140,"""ICE CREAM"" Strawberry",3/8/2018 6:00,3.5,2,7
13140,"""SORBET"" Blood Orange",3/8/2018 6:00,2.5,3,7.5
13140,"""CONE"" Waffle Cone",3/8/2018 6:00,4,1,4
13140,"""CONE"" Brownie Cone",3/8/2018 6:00,3,1,2
13141,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 6:10,3.5,3,10.5
13141,"""CONE"" Dipped Waffle Cone",3/8/2018 6:10,3.5,1,3.5
13141,"""BEVERAGE"" Tea",3/8/2018 6:10,4,3,12
13142,"""BEVERAGE"" Iced Coffee",3/8/2018 6:55,2.5,2,5
13142,"""SORBET"" Lychee",3/8/2018 6:55,3,1,3
13142,"""CONE"" Cookie Cone",3/8/2018 6:55,4,3,12
13142,"""ICE CREAM"" Matcha",3/8/2018 6:55,1.5,2,3
13142,"""ICE CREAM"" Candied Bacon",3/8/2018 6:55,0.5,1,0.5
13143,"""ICE CREAM"" Vanilla Bean",3/8/2018 7:09,1.5,1,1.5
13143,"""BEVERAGE"" Espresso",3/8/2018 7:09,2.5,3,7.5
13143,,3/8/2018 7:09,3.5,2,7
13143,"""BEVERAGE"" Espresso",3/8/2018 7:09,2.5,1,2.5
13144,"""ICE CREAM"" Vanilla Bean",3/8/2018 8:03,1.5,1,1.5
13145,"""CONE"" Dipped Waffle Cone",3/8/2018 8:12,3.5,3,10.5
13145,"""BEVERAGE"" Iced Coffee",3/8/2018 8:12,2.5,1,2.5
13145,"""SORBET"" Watermelon",3/8/2018 8:12,2.5,2,5
13146,"""ICE CREAM"" Wildberry",3/8/2018 8:31,1.5,2,3
13146,"""SORBET"" Lemon",3/8/2018 8:31,2.5,3,7.5
13146,"""ICE CREAM"" Dulce De Leche",3/8/2018 8:31,1.5,2,3
13146,"""CONE"" Cookie Cone",3/8/2018 8:31,4,1,4
13146,"""ICE CREAM"" Matcha",3/8/2018 8:31,1.5,2,3
13147,"""SORBET"" Lemon",3/8/2018 9:28,2.5,3,7.5
13148,"""BEVERAGE"" Espresso",3/8/2018 10:02,2.5,2,5
13148,"""ICE CREAM"" Dulce De Leche",3/8/2018 10:02,1.5,2,3
13148,"""ICE CREAM"" Earl Gray",3/8/2018 10:02,0.5,1,0.5
13148,"""CONE"" Waffle Cone",3/8/2018 10:02,4,1,4
13149,"""BEVERAGE"" Tea",3/8/2018 10:09,4,3,12
13149,"""MISC"" Ice Cream Cake",3/8/2018 10:09,2,3,6
13150,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 10:45,3.5,2,7
13150,"""SORBET"" Blood Orange",3/8/2018 10:45,2.5,1,2.5
13150,"""CONE"" Sugar Cone",3/8/2018 10:45,1,2,2
13151,"""SORBET"" Lemon",3/8/2018 10:46,2.5,2,5
13152,"""BEVERAGE"" Espresso",3/8/2018 11:18,2.5,1,2.5
13152,"""CONE"" Cookie Cone",3/8/2018 11:18,4,2,8
13152,"""ICE CREAM"" Candied Bacon",3/8/2018 11:18,0.5,1,0.5
13152,"""SORBET"" Lemon",3/8/2018 11:18,2.5,1,2.5
13153,"""SORBET"" Raspberry",3/8/2018 11:57,2.5,3,7.5
13153,"""ICE CREAM"" Wildberry",3/8/2018 11:57,1.5,1,1.5
13153,"""CONE"" Brownie Cone",3/8/2018 11:57,3,1,3
13153,"""ICE CREAM"" Strawberry",3/8/2018 11:57,3.5,1,3.5
13154,"""ICE CREAM"" Earl Gray",3/8/2018 12:53,0.5,2,1
13154,"""BEVERAGE"" Espresso",3/8/2018 12:53,2.5,2,5
13154,"""SORBET"" Blood Orange",3/8/2018 12:53,2.5,3,7.5
13155,"""ICE CREAM"" Dulce De Leche",3/8/2018 13:27,1.5,1,1.5
13155,"""ICE CREAM"" Peanut Fudge",3/8/2018 13:27,3.5,1,3.5
13155,"""CONE"" Waffle Cone",3/8/2018 13:27,4,2,8
13156,"""ICE CREAM"" Candied Bacon",3/8/2018 14:11,0.5,3,1.5
13156,"""SORBET"" Lychee",3/8/2018 14:11,3,3,9
13157,"""MISC"" Ice Cream Cake",3/8/2018 14:54,2,2,4
13157,"""ICE CREAM"" Peanut Fudge",3/8/2018 14:54,3.5,3,10.5
13157,"""CONE"" Waffle Cone",3/8/2018 14:54,4,1,4
13157,"""ICE CREAM"" Peanut Fudge",3/8/2018 14:54,3.5,1,3.5
13157,"""ICE CREAM"" Dark Chocolate",3/8/2018 14:54,4,3,12
13158,"""MISC"" Ice Cream Cake",3/8/2018 15:06,2,2,4
13158,"""SORBET"" Lychee",3/8/2018 15:06,3,1,3
13158,"""SORBET"" Raspberry",3/8/2018 15:06,2.5,1,2.5
13158,"""SORBET"" Raspberry",3/8/2018 15:06,2.5,3,7.5
13158,"""SORBET"" Raspberry",3/8/2018 15:06,2.5,2,5
13159,"""ICE CREAM"" Dulce De Leche",3/8/2018 15:56,1.5,1,1.5
13159,"""SORBET"" Raspberry",3/8/2018 15:56,2.5,2,5
13159,"""ICE CREAM"" Dulce De Leche",3/8/2018 15:56,1.5,3,4.5
13159,"""CONE"" Waffle Cone",3/8/2018 15:56,4,2,8
13159,"""SORBET"" Raspberry",3/8/2018 15:56,2.5,2,5
13160,"""ICE CREAM"" Dark Chocolate",3/8/2018 16:32,4,2,8
13160,"""ICE CREAM"" Dulce De Leche",3/8/2018 16:32,1.5,1,1.5
13160,"""ICE CREAM"" Maple Brown Sugar",3/8/2018 16:32,2,2,4
13160,"""ICE CREAM"" Candied Bacon",3/8/2018 16:32,0.5,2,1
13160,"""ICE CREAM"" Dark Chocolate",3/8/2018 16:32,4,3,12
13161,"""SORBET"" Blood Orange",3/8/2018 16:47,2.5,1,2.5
13161,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 16:47,3.5,2,7
13161,"""SORBET"" Watermelon",3/8/2018 16:47,2.5,3,7.5
13161,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 16:47,3.5,1,3.5
13161,"""CONE"" Sugar Cone",3/8/2018 16:47,1,1,1
13162,"""ICE CREAM"" Wildberry",3/8/2018 17:06,1.5,2,3
13163,"""SORBET"" Lychee",3/8/2018 17:45,3,3,9
13163,"""ICE CREAM"" Strawberry",3/8/2018 17:45,3.5,2,7
13164,"""ICE CREAM"" Maple Brown Sugar",3/8/2018 18:25,2,3,6
13165,"""SORBET"" Raspberry",3/8/2018 19:01,2.5,2,5
13165,"""SORBET"" Raspberry",3/8/2018 19:01,2.5,3,7.5
13165,"""ICE CREAM"" Wildberry",3/8/2018 19:01,1.5,2,3
13166,"""ICE CREAM"" Matcha",3/8/2018 19:30,1.5,2,3
13166,"""ICE CREAM"" Dulce De Leche",3/8/2018 19:30,1.5,1,1.5
13167,"""ICE CREAM"" Dark Chocolate",3/8/2018 19:59,4,3,12
13167,"""ICE CREAM"" Matcha",3/8/2018 19:59,1.5,1,1.5
13167,"""BEVERAGE"" Tea",3/8/2018 19:59,4,1,4
13167,"""SORBET"" Lychee",3/8/2018 19:59,3,2,6
13168,"""ICE CREAM"" Candied Bacon",3/8/2018 20:39,0.5,3,1.5
13168,"""ICE CREAM"" Peanut Fudge",3/8/2018 20:39,3.5,1,3.5
13168,"""ICE CREAM"" Dulce De Leche",3/8/2018 20:39,1.5,3,4.5
13168,,3/8/2018 20:39,2.5,3,7.5
13169,"""ICE CREAM"" Wildberry",3/8/2018 21:23,1.5,3,4.5
13169,"""CONE"" Cookie Cone",3/8/2018 21:23,4,1,4
13170,"""ICE CREAM"" Earl Gray",3/8/2018 21:58,0.5,2,1
13171,"""ICE CREAM"" Wildberry",3/8/2018 22:15,1.5,1,1.5
13171,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 22:15,3.5,1,3.5
13171,"""CONE"" Dipped Waffle Cone",3/8/2018 22:15,3.5,3,10.5
13171,"""ICE CREAM"" Peanut Fudge",3/8/2018 22:15,3.5,3,10.5
13172,"""ICE CREAM"" Strawberry",3/8/2018 22:50,3.5,2,7
13172,"""ICE CREAM"" Double Fudge Chunk",3/8/2018 22:50,3.5,1,3.5
13172,"""ICE CREAM"" Matcha",3/8/2018 22:50,1.5,3,4.5
13172,"""ICE CREAM"" Earl Gray",3/8/2018 22:50,0.5,3,1.5
13173,"""CONE"" Waffle Cone",3/8/2018 23:11,4,1,4
13173,"""CONE"" Brownie Cone",3/8/2018 23:11,3,2,6
13173,"""ICE CREAM"" Earl Gray",3/8/2018 23:11,0.5,3,1.5
13174,"""CONE"" Waffle Cone",3/8/2018 23:57,4,1,4
13175,"""ICE CREAM"" Double Fudge Chunk",3/9/2018 0:39,3.5,2,7
13175,"""ICE CREAM"" Maple Brown Sugar",3/9/2018 0:39,2,2,4
13175,"""ICE CREAM"" Vanilla Bean",3/9/2018 0:39,1.5,2,3
13176,"""ICE CREAM"" Wildberry",3/9/2018 1:24,1.5,1,1.5
13176,"""SORBET"" Blood Orange",3/9/2018 1:24,2.5,3,7.5
13176,"""SORBET"" Lemon",3/9/2018 1:24,2.5,1,2.5
13176,"""SORBET"" Lychee",3/9/2018 1:24,3,2,6
13177,"""CONE"" Cookie Cone",3/9/2018 1:57,4,2,8
13177,"""SORBET"" Blood Orange",3/9/2018 1:57,2.5,2,5
13177,"""ICE CREAM"" Maple Brown Sugar",3/9/2018 1:57,2,3,6
13177,"""CONE"" Waffle Cone",3/9/2018 1:57,4,2,8
13177,"""SORBET"" Lemon",3/9/2018 1:57,2.5,1,2.5
13178,"""ICE CREAM"" Wildberry",3/9/2018 2:29,1.5,1,1.5
13178,"""ICE CREAM"" Dark Chocolate",3/9/2018 2:29,4,2,8
13179,"""CONE"" Cookie Cone",3/9/2018 3:22,4,2,8
13179,"""BEVERAGE"" Espresso",3/9/2018 3:22,2.5,2,5
13179,"""SORBET"" Lemon",3/9/2018 3:22,2.5,3,7.5
13179,"""CONE"" Brownie Cone",3/9/2018 3:22,3,1,3
13180,"""ICE CREAM"" Wildberry",3/9/2018 4:11,1.5,1,1.5
13180,"""CONE"" Brownie Cone",3/9/2018 4:11,3,3,9
13180,"""SORBET"" Raspberry",3/9/2018 4:11,2.5,2,5
13180,"""SORBET"" Lemon",3/9/2018 4:11,2.5,3,7.5
13180,"""BEVERAGE"" Iced Coffee",3/9/2018 4:11,2.5,2,5
13181,"""ICE CREAM"" Mint Chip",3/9/2018 4:36,1.5,3,4.5
13182,"""ICE CREAM"" Dulce De Leche",3/9/2018 5:34,1.5,1,1.5
13182,"""SORBET"" Lychee",3/9/2018 5:34,3,2,6
13183,"""BEVERAGE"" Espresso",3/9/2018 6:27,2.5,1,2.5
13183,,3/9/2018 6:27,3,1,3
13183,"""SORBET"" Lychee",3/9/2018 6:27,3,1,3
13183,"""CONE"" Dipped Waffle Cone",3/9/2018 6:27,3.5,2,7
13183,"""BEVERAGE"" Tea",3/9/2018 6:27,4,2,8
13184,"""ICE CREAM"" Vanilla Bean",3/9/2018 6:49,1.5,1,1.5
13185,"""CONE"" Cookie Cone",3/9/2018 7:48,4,2,8
13185,"""ICE CREAM"" Dark Chocolate",3/9/2018 7:48,4,1,4
